code|code_type|description|doseage_format|match_term|inclusion_exclusion
M05211|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right shoulder||rheumatoid arthritis|
M05212|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left shoulder||rheumatoid arthritis|
M05219|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder||rheumatoid arthritis|
M0522|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of elbow||rheumatoid arthritis|
M05221|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right elbow||rheumatoid arthritis|
M05222|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left elbow||rheumatoid arthritis|
M05229|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow||rheumatoid arthritis|
M0523|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of wrist||rheumatoid arthritis|
M05231|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right wrist||rheumatoid arthritis|
M05232|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left wrist||rheumatoid arthritis|
M05239|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist||rheumatoid arthritis|
M0524|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of hand||rheumatoid arthritis|
M05241|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right hand||rheumatoid arthritis|
M05242|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left hand||rheumatoid arthritis|
M05249|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand||rheumatoid arthritis|
M0525|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of hip||rheumatoid arthritis|
M05251|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right hip||rheumatoid arthritis|
M05252|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left hip||rheumatoid arthritis|
M05259|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip||rheumatoid arthritis|
M0526|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of knee||rheumatoid arthritis|
M05261|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right knee||rheumatoid arthritis|
M05262|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left knee||rheumatoid arthritis|
M05269|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee||rheumatoid arthritis|
M0527|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of ankle and foot||rheumatoid arthritis|
M05271|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot||rheumatoid arthritis|
M05272|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot||rheumatoid arthritis|
M05279|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot||rheumatoid arthritis|
M0529|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of multiple sites||rheumatoid arthritis|
M053|ICD_10|Rheumatoid heart disease with rheumatoid arthritis||rheumatoid arthritis|
M0530|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0531|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of shoulder||rheumatoid arthritis|
M05311|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right shoulder||rheumatoid arthritis|
M05312|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left shoulder||rheumatoid arthritis|
M05319|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder||rheumatoid arthritis|
M0532|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of elbow||rheumatoid arthritis|
M05321|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right elbow||rheumatoid arthritis|
M05322|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left elbow||rheumatoid arthritis|
M05329|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow||rheumatoid arthritis|
M0533|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of wrist||rheumatoid arthritis|
M05331|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right wrist||rheumatoid arthritis|
M05332|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left wrist||rheumatoid arthritis|
M05339|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist||rheumatoid arthritis|
M0534|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of hand||rheumatoid arthritis|
M05341|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right hand||rheumatoid arthritis|
M05342|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left hand||rheumatoid arthritis|
M05349|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified hand||rheumatoid arthritis|
M0535|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of hip||rheumatoid arthritis|
M05351|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right hip||rheumatoid arthritis|
M05352|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left hip||rheumatoid arthritis|
M05359|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified hip||rheumatoid arthritis|
M0536|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of knee||rheumatoid arthritis|
M05361|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right knee||rheumatoid arthritis|
M05362|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left knee||rheumatoid arthritis|
M05369|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified knee||rheumatoid arthritis|
M0537|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of ankle and foot||rheumatoid arthritis|
M05371|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot||rheumatoid arthritis|
M05372|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot||rheumatoid arthritis|
M05379|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot||rheumatoid arthritis|
M0539|ICD_10|Rheumatoid heart disease with rheumatoid arthritis of multiple sites||rheumatoid arthritis|
M054|ICD_10|Rheumatoid myopathy with rheumatoid arthritis||rheumatoid arthritis|
M0540|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0541|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of shoulder||rheumatoid arthritis|
M05411|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right shoulder||rheumatoid arthritis|
M05412|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left shoulder||rheumatoid arthritis|
M05419|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder||rheumatoid arthritis|
M0542|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of elbow||rheumatoid arthritis|
M05421|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right elbow||rheumatoid arthritis|
M05422|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left elbow||rheumatoid arthritis|
M05429|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow||rheumatoid arthritis|
M0543|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of wrist||rheumatoid arthritis|
M05431|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right wrist||rheumatoid arthritis|
M05432|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left wrist||rheumatoid arthritis|
M05439|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist||rheumatoid arthritis|
M0544|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of hand||rheumatoid arthritis|
M05441|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right hand||rheumatoid arthritis|
M05442|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left hand||rheumatoid arthritis|
M05449|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified hand||rheumatoid arthritis|
M0545|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of hip||rheumatoid arthritis|
M05451|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right hip||rheumatoid arthritis|
M05452|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left hip||rheumatoid arthritis|
M05459|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified hip||rheumatoid arthritis|
M0546|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of knee||rheumatoid arthritis|
M05461|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right knee||rheumatoid arthritis|
M05462|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left knee||rheumatoid arthritis|
M05469|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified knee||rheumatoid arthritis|
M0547|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of ankle and foot||rheumatoid arthritis|
M05471|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot||rheumatoid arthritis|
M05472|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot||rheumatoid arthritis|
M05479|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot||rheumatoid arthritis|
M0549|ICD_10|Rheumatoid myopathy with rheumatoid arthritis of multiple sites||rheumatoid arthritis|
M055|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis||rheumatoid arthritis|
M0550|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0551|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of shoulder||rheumatoid arthritis|
M05511|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder||rheumatoid arthritis|
M05512|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder||rheumatoid arthritis|
M05519|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder||rheumatoid arthritis|
M0552|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of elbow||rheumatoid arthritis|
M05521|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow||rheumatoid arthritis|
M05522|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow||rheumatoid arthritis|
M05529|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow||rheumatoid arthritis|
M0553|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of wrist||rheumatoid arthritis|
M05531|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist||rheumatoid arthritis|
M05532|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist||rheumatoid arthritis|
M05539|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist||rheumatoid arthritis|
M0554|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of hand||rheumatoid arthritis|
M05541|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right hand||rheumatoid arthritis|
M05542|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left hand||rheumatoid arthritis|
M05549|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand||rheumatoid arthritis|
M0555|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of hip||rheumatoid arthritis|
M05551|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right hip||rheumatoid arthritis|
M05552|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left hip||rheumatoid arthritis|
M05559|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip||rheumatoid arthritis|
M0556|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of knee||rheumatoid arthritis|
M05561|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right knee||rheumatoid arthritis|
M05562|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left knee||rheumatoid arthritis|
M05569|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee||rheumatoid arthritis|
M0557|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of ankle and foot||rheumatoid arthritis|
M05571|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot||rheumatoid arthritis|
M05572|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot||rheumatoid arthritis|
M05579|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot||rheumatoid arthritis|
M0559|ICD_10|Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites||rheumatoid arthritis|
M056|ICD_10|Rheumatoid arthritis with involvement of other organs and systems||rheumatoid arthritis|
M0560|ICD_10|Rheumatoid arthritis of unspecified site with involvement of other organs and systems||rheumatoid arthritis|
M0561|ICD_10|Rheumatoid arthritis of shoulder with involvement of other organs and systems||rheumatoid arthritis|
M05611|ICD_10|Rheumatoid arthritis of right shoulder with involvement of other organs and systems||rheumatoid arthritis|
M05612|ICD_10|Rheumatoid arthritis of left shoulder with involvement of other organs and systems||rheumatoid arthritis|
M05619|ICD_10|Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems||rheumatoid arthritis|
M0562|ICD_10|Rheumatoid arthritis of elbow with involvement of other organs and systems||rheumatoid arthritis|
M05621|ICD_10|Rheumatoid arthritis of right elbow with involvement of other organs and systems||rheumatoid arthritis|
M05622|ICD_10|Rheumatoid arthritis of left elbow with involvement of other organs and systems||rheumatoid arthritis|
M05629|ICD_10|Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems||rheumatoid arthritis|
M0563|ICD_10|Rheumatoid arthritis of wrist with involvement of other organs and systems||rheumatoid arthritis|
M05631|ICD_10|Rheumatoid arthritis of right wrist with involvement of other organs and systems||rheumatoid arthritis|
M05632|ICD_10|Rheumatoid arthritis of left wrist with involvement of other organs and systems||rheumatoid arthritis|
M05639|ICD_10|Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems||rheumatoid arthritis|
M0564|ICD_10|Rheumatoid arthritis of hand with involvement of other organs and systems||rheumatoid arthritis|
M05641|ICD_10|Rheumatoid arthritis of right hand with involvement of other organs and systems||rheumatoid arthritis|
M05642|ICD_10|Rheumatoid arthritis of left hand with involvement of other organs and systems||rheumatoid arthritis|
M05649|ICD_10|Rheumatoid arthritis of unspecified hand with involvement of other organs and systems||rheumatoid arthritis|
M0565|ICD_10|Rheumatoid arthritis of hip with involvement of other organs and systems||rheumatoid arthritis|
M05651|ICD_10|Rheumatoid arthritis of right hip with involvement of other organs and systems||rheumatoid arthritis|
M05652|ICD_10|Rheumatoid arthritis of left hip with involvement of other organs and systems||rheumatoid arthritis|
M05659|ICD_10|Rheumatoid arthritis of unspecified hip with involvement of other organs and systems||rheumatoid arthritis|
M0566|ICD_10|Rheumatoid arthritis of knee with involvement of other organs and systems||rheumatoid arthritis|
M05661|ICD_10|Rheumatoid arthritis of right knee with involvement of other organs and systems||rheumatoid arthritis|
M05662|ICD_10|Rheumatoid arthritis of left knee with involvement of other organs and systems||rheumatoid arthritis|
M05669|ICD_10|Rheumatoid arthritis of unspecified knee with involvement of other organs and systems||rheumatoid arthritis|
M0567|ICD_10|Rheumatoid arthritis of ankle and foot with involvement of other organs and systems||rheumatoid arthritis|
M05671|ICD_10|Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems||rheumatoid arthritis|
M05672|ICD_10|Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems||rheumatoid arthritis|
M05679|ICD_10|Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems||rheumatoid arthritis|
M0569|ICD_10|Rheumatoid arthritis of multiple sites with involvement of other organs and systems||rheumatoid arthritis|
M057|ICD_10|Rheumatoid arthritis with rheumatoid factor without organ or systems involvement||rheumatoid arthritis|
M0570|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement||rheumatoid arthritis|
M0571|ICD_10|Rheumatoid arthritis with rheumatoid factor of shoulder without organ or systems involvement||rheumatoid arthritis|
M05711|ICD_10|Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement||rheumatoid arthritis|
M05712|ICD_10|Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement||rheumatoid arthritis|
M05719|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement||rheumatoid arthritis|
M0572|ICD_10|Rheumatoid arthritis with rheumatoid factor of elbow without organ or systems involvement||rheumatoid arthritis|
M05721|ICD_10|Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement||rheumatoid arthritis|
M05722|ICD_10|Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement||rheumatoid arthritis|
M05729|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement||rheumatoid arthritis|
M0573|ICD_10|Rheumatoid arthritis with rheumatoid factor of wrist without organ or systems involvement||rheumatoid arthritis|
M05731|ICD_10|Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement||rheumatoid arthritis|
M05732|ICD_10|Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement||rheumatoid arthritis|
M05739|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement||rheumatoid arthritis|
M0574|ICD_10|Rheumatoid arthritis with rheumatoid factor of hand without organ or systems involvement||rheumatoid arthritis|
M05741|ICD_10|Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement||rheumatoid arthritis|
M05742|ICD_10|Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement||rheumatoid arthritis|
M05749|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement||rheumatoid arthritis|
M0575|ICD_10|Rheumatoid arthritis with rheumatoid factor of hip without organ or systems involvement||rheumatoid arthritis|
M05751|ICD_10|Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement||rheumatoid arthritis|
M05752|ICD_10|Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement||rheumatoid arthritis|
M05759|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement||rheumatoid arthritis|
M0576|ICD_10|Rheumatoid arthritis with rheumatoid factor of knee without organ or systems involvement||rheumatoid arthritis|
M05761|ICD_10|Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement||rheumatoid arthritis|
M05762|ICD_10|Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement||rheumatoid arthritis|
M05769|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement||rheumatoid arthritis|
M0577|ICD_10|Rheumatoid arthritis with rheumatoid factor of ankle and foot without organ or systems involvement||rheumatoid arthritis|
M05771|ICD_10|Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement||rheumatoid arthritis|
M05772|ICD_10|Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement||rheumatoid arthritis|
M05779|ICD_10|Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement||rheumatoid arthritis|
M0579|ICD_10|Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement||rheumatoid arthritis|
M058|ICD_10|Other rheumatoid arthritis with rheumatoid factor||rheumatoid arthritis|
M0580|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified site||rheumatoid arthritis|
M0581|ICD_10|Other rheumatoid arthritis with rheumatoid factor of shoulder||rheumatoid arthritis|
M05811|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right shoulder||rheumatoid arthritis|
M05812|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left shoulder||rheumatoid arthritis|
M05819|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder||rheumatoid arthritis|
M0582|ICD_10|Other rheumatoid arthritis with rheumatoid factor of elbow||rheumatoid arthritis|
M05821|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right elbow||rheumatoid arthritis|
M05822|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left elbow||rheumatoid arthritis|
M05829|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified elbow||rheumatoid arthritis|
M0583|ICD_10|Other rheumatoid arthritis with rheumatoid factor of wrist||rheumatoid arthritis|
M05831|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right wrist||rheumatoid arthritis|
M05832|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left wrist||rheumatoid arthritis|
M05839|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified wrist||rheumatoid arthritis|
M0584|ICD_10|Other rheumatoid arthritis with rheumatoid factor of hand||rheumatoid arthritis|
M05841|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right hand||rheumatoid arthritis|
M05842|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left hand||rheumatoid arthritis|
M05849|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified hand||rheumatoid arthritis|
M0585|ICD_10|Other rheumatoid arthritis with rheumatoid factor of hip||rheumatoid arthritis|
M05851|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right hip||rheumatoid arthritis|
M05852|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left hip||rheumatoid arthritis|
M05859|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified hip||rheumatoid arthritis|
M0586|ICD_10|Other rheumatoid arthritis with rheumatoid factor of knee||rheumatoid arthritis|
M05861|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right knee||rheumatoid arthritis|
M05862|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left knee||rheumatoid arthritis|
M05869|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified knee||rheumatoid arthritis|
M0587|ICD_10|Other rheumatoid arthritis with rheumatoid factor of ankle and foot||rheumatoid arthritis|
M05871|ICD_10|Other rheumatoid arthritis with rheumatoid factor of right ankle and foot||rheumatoid arthritis|
M05872|ICD_10|Other rheumatoid arthritis with rheumatoid factor of left ankle and foot||rheumatoid arthritis|
M05879|ICD_10|Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot||rheumatoid arthritis|
M0589|ICD_10|Other rheumatoid arthritis with rheumatoid factor of multiple sites||rheumatoid arthritis|
M059|ICD_10|Rheumatoid arthritis with rheumatoid factor, unspecified||rheumatoid arthritis|
M06|ICD_10|Other rheumatoid arthritis||rheumatoid arthritis|
M060|ICD_10|Rheumatoid arthritis without rheumatoid factor||rheumatoid arthritis|
M0600|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified site||rheumatoid arthritis|
M0601|ICD_10|Rheumatoid arthritis without rheumatoid factor, shoulder||rheumatoid arthritis|
M06011|ICD_10|Rheumatoid arthritis without rheumatoid factor, right shoulder||rheumatoid arthritis|
M06012|ICD_10|Rheumatoid arthritis without rheumatoid factor, left shoulder||rheumatoid arthritis|
M06019|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified shoulder||rheumatoid arthritis|
M0602|ICD_10|Rheumatoid arthritis without rheumatoid factor, elbow||rheumatoid arthritis|
M06021|ICD_10|Rheumatoid arthritis without rheumatoid factor, right elbow||rheumatoid arthritis|
M06022|ICD_10|Rheumatoid arthritis without rheumatoid factor, left elbow||rheumatoid arthritis|
M06029|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified elbow||rheumatoid arthritis|
M0603|ICD_10|Rheumatoid arthritis without rheumatoid factor, wrist||rheumatoid arthritis|
M06031|ICD_10|Rheumatoid arthritis without rheumatoid factor, right wrist||rheumatoid arthritis|
M06032|ICD_10|Rheumatoid arthritis without rheumatoid factor, left wrist||rheumatoid arthritis|
M06039|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified wrist||rheumatoid arthritis|
M0604|ICD_10|Rheumatoid arthritis without rheumatoid factor, hand||rheumatoid arthritis|
M06041|ICD_10|Rheumatoid arthritis without rheumatoid factor, right hand||rheumatoid arthritis|
M06042|ICD_10|Rheumatoid arthritis without rheumatoid factor, left hand||rheumatoid arthritis|
M06049|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified hand||rheumatoid arthritis|
M0605|ICD_10|Rheumatoid arthritis without rheumatoid factor, hip||rheumatoid arthritis|
M06051|ICD_10|Rheumatoid arthritis without rheumatoid factor, right hip||rheumatoid arthritis|
M06052|ICD_10|Rheumatoid arthritis without rheumatoid factor, left hip||rheumatoid arthritis|
M06059|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified hip||rheumatoid arthritis|
M0606|ICD_10|Rheumatoid arthritis without rheumatoid factor, knee||rheumatoid arthritis|
M06061|ICD_10|Rheumatoid arthritis without rheumatoid factor, right knee||rheumatoid arthritis|
M06062|ICD_10|Rheumatoid arthritis without rheumatoid factor, left knee||rheumatoid arthritis|
M06069|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified knee||rheumatoid arthritis|
M0607|ICD_10|Rheumatoid arthritis without rheumatoid factor, ankle and foot||rheumatoid arthritis|
M06071|ICD_10|Rheumatoid arthritis without rheumatoid factor, right ankle and foot||rheumatoid arthritis|
M06072|ICD_10|Rheumatoid arthritis without rheumatoid factor, left ankle and foot||rheumatoid arthritis|
M06079|ICD_10|Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot||rheumatoid arthritis|
M0608|ICD_10|Rheumatoid arthritis without rheumatoid factor, vertebrae||rheumatoid arthritis|
M0609|ICD_10|Rheumatoid arthritis without rheumatoid factor, multiple sites||rheumatoid arthritis|
M068|ICD_10|Other specified rheumatoid arthritis||rheumatoid arthritis|
M0680|ICD_10|Other specified rheumatoid arthritis, unspecified site||rheumatoid arthritis|
M0681|ICD_10|Other specified rheumatoid arthritis, shoulder||rheumatoid arthritis|
M06811|ICD_10|Other specified rheumatoid arthritis, right shoulder||rheumatoid arthritis|
M06812|ICD_10|Other specified rheumatoid arthritis, left shoulder||rheumatoid arthritis|
M06819|ICD_10|Other specified rheumatoid arthritis, unspecified shoulder||rheumatoid arthritis|
M0682|ICD_10|Other specified rheumatoid arthritis, elbow||rheumatoid arthritis|
M06821|ICD_10|Other specified rheumatoid arthritis, right elbow||rheumatoid arthritis|
M06822|ICD_10|Other specified rheumatoid arthritis, left elbow||rheumatoid arthritis|
M06829|ICD_10|Other specified rheumatoid arthritis, unspecified elbow||rheumatoid arthritis|
M0683|ICD_10|Other specified rheumatoid arthritis, wrist||rheumatoid arthritis|
M06831|ICD_10|Other specified rheumatoid arthritis, right wrist||rheumatoid arthritis|
M06832|ICD_10|Other specified rheumatoid arthritis, left wrist||rheumatoid arthritis|
M06839|ICD_10|Other specified rheumatoid arthritis, unspecified wrist||rheumatoid arthritis|
M0684|ICD_10|Other specified rheumatoid arthritis, hand||rheumatoid arthritis|
M06841|ICD_10|Other specified rheumatoid arthritis, right hand||rheumatoid arthritis|
M06842|ICD_10|Other specified rheumatoid arthritis, left hand||rheumatoid arthritis|
M06849|ICD_10|Other specified rheumatoid arthritis, unspecified hand||rheumatoid arthritis|
M0685|ICD_10|Other specified rheumatoid arthritis, hip||rheumatoid arthritis|
M06851|ICD_10|Other specified rheumatoid arthritis, right hip||rheumatoid arthritis|
M06852|ICD_10|Other specified rheumatoid arthritis, left hip||rheumatoid arthritis|
M06859|ICD_10|Other specified rheumatoid arthritis, unspecified hip||rheumatoid arthritis|
M0686|ICD_10|Other specified rheumatoid arthritis, knee||rheumatoid arthritis|
M06861|ICD_10|Other specified rheumatoid arthritis, right knee||rheumatoid arthritis|
M06862|ICD_10|Other specified rheumatoid arthritis, left knee||rheumatoid arthritis|
M06869|ICD_10|Other specified rheumatoid arthritis, unspecified knee||rheumatoid arthritis|
M0687|ICD_10|Other specified rheumatoid arthritis, ankle and foot||rheumatoid arthritis|
M06871|ICD_10|Other specified rheumatoid arthritis, right ankle and foot||rheumatoid arthritis|
M06872|ICD_10|Other specified rheumatoid arthritis, left ankle and foot||rheumatoid arthritis|
